level_0,index,Price,Year,Mileage,City,State,Vin,Make,Model,Suggested VIN,Error Code,Possible Values,Additional Error Text,Error Text,Vehicle Descriptor,Destination Market,Make,Manufacturer Name,Model,Model Year,Plant City,Series,Trim,Vehicle Type,Plant Country,Plant Company Name,Plant State,Trim2,Series2,Note,Base Price ($),Non-Land Use,Body Class,Doors,Windows,Wheel Base Type,Track Width (inches),Gross Vehicle Weight Rating From,Bed Length (inches),Curb Weight (pounds),Wheel Base (inches) From,Wheel Base (inches) To,Gross Combination Weight Rating From,Gross Combination Weight Rating To,Gross Vehicle Weight Rating To,Bed Type,Cab Type,Trailer Type Connection,Trailer Body Type,Trailer Length (feet),Other Trailer Info,Number of Wheels,Wheel Size Front (inches),Wheel Size Rear (inches),Entertainment System,Steering Location,Number of Seats,Number of Seat Rows,Transmission Style,Transmission Speeds,Drive Type,Axles,Axle Configuration,Brake System Type,Brake System Description,Other Battery Info,Battery Type,Number of Battery Cells per Module,Battery Current (Amps) From,Battery Voltage (Volts) From,Battery Energy (kWh) From,EV Drive Unit,Battery Current (Amps) To,Battery Voltage (Volts) To,Battery Energy (kWh) To,Number of Battery Modules per Pack,Number of Battery Packs per Vehicle,Charger Level,Charger Power (kW),Engine Number of Cylinders,Displacement (CC),Displacement (CI),Displacement (L),Engine Stroke Cycles,Engine Model,Engine Power (kW),Fuel Type - Primary,Valve Train Design,Engine Configuration,Fuel Type - Secondary,Fuel Delivery / Fuel Injection Type,Engine Brake (hp) From,Cooling Type,Engine Brake (hp) To,Electrification Level,Other Engine Info,Turbo,Top Speed (MPH),Engine Manufacturer,Pretensioner,Seat Belt Type,Other Restraint System Info,Curtain Air Bag Locations,Seat Cushion Air Bag Locations,Front Air Bag Locations,Knee Air Bag Locations,Side Air Bag Locations,Anti-lock Braking System (ABS),Electronic Stability Control (ESC),Traction Control,Tire Pressure Monitoring System (TPMS) Type,Active Safety System Note,Auto-Reverse System for Windows and Sunroofs,Automatic Pedestrian Alerting Sound (for Hybrid and EV only),Event Data Recorder (EDR),Keyless Ignition,SAE Automation Level From,SAE Automation Level To,Adaptive Cruise Control (ACC),Crash Imminent Braking (CIB),Blind Spot Warning (BSW),Forward Collision Warning (FCW),Lane Departure Warning (LDW),Lane Keeping Assistance (LKA),Backup Camera,Parking Assist,Bus Length (feet),Bus Floor Configuration Type,Bus Type,Other Bus Info,Custom Motorcycle Type,Motorcycle Suspension Type,Motorcycle Chassis Type,Other Motorcycle Info,Dynamic Brake Support (DBS),Pedestrian Automatic Emergency Braking (PAEB),Automatic Crash Notification (ACN) / Advanced Automatic Crash Notification (AACN),Daytime Running Light (DRL),Headlamp Light Source,Semiautomatic Headlamp Beam Switching,Adaptive Driving Beam (ADB),Rear Cross Traffic Alert,Rear Automatic Emergency Braking,Blind Spot Intervention (BSI),Lane Centering Assistance
0,26815,18990,2014,30665,Costa Mesa,CA,2T3WFREV0EW081991,Toyota,RAV44X2,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,2T3WFREV*EW,,TOYOTA,TOYOTA MOTOR MANUFACTURING CANADA,RAV4,2014,WOODSTOCK,ASA42L/ASA44L,Sports,MULTIPURPOSE PASSENGER VEHICLE (MPV),CANADA,"Toyota Motor Manufacturing, Canada, Inc.",ONTARIO,,Wagon body style,Without Third Seat,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),5,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,,4,2500.0,152.55936023683,2.5,,2AR-FE,131.2432,Gasoline,,In-Line,,,176,,,,,,,,,Manual,,All Rows,Passenger Seat Only,1st Row (Driver and Passenger),Driver Seat Only,1st Row (Driver and Passenger),,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
1,26816,17988,2015,36678,Yuba City,CA,JTDKN3DU3F2004338,Toyota,PriusTwo,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,JTDKN3DU*F2,,TOYOTA,TOYOTA MOTOR CORPORATION,PRIUS,2015,TOYOTA CITY,ZVW30L,,PASSENGER CAR,JAPAN,Toyota Motor Corporation - Tsutsumi Plant,AICHI,,,,,,Hatchback/Liftback/Notchback,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,,4,1800.0,109.84273937051,1.8,,2ZR-FXE+3JM,,Gasoline,,In-Line,Electric,Multipoint Fuel Injection (MPFI),,,,HEV (Hybrid Electric Vehicle) - Level Unknown,,,,,,Manual,,All Rows,,1st Row (Driver and Passenger),Driver Seat Only,1st Row (Driver and Passenger),,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
2,26817,14888,2014,29290,Carson,CA,JTDKDTB30E1073442,Toyota,Prius,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,JTDKDTB3*E1,,TOYOTA,TOYOTA MOTOR CORPORATION,Prius C,2014,IWATE,NHP10L,,PASSENGER CAR,JAPAN,"Kanto Auto Works, LTD",,,,,,,Hatchback/Liftback/Notchback,5,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,,4,1500.0,91.53561614209,1.5,,1NZ-FXE+1LM,53.6904,Gasoline,,In-Line,Electric,Multipoint Fuel Injection (MPFI),72,,,Strong HEV (Hybrid Electric Vehicle),,,,,,Manual,,All Rows,Driver Seat Only,1st Row (Driver and Passenger),Driver Seat Only,1st Row (Driver and Passenger),,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
3,26818,22500,2017,4344,Clovis,CA,JTDKBRFU2H3035084,Toyota,PriusTwo,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,JTDKBRFU*H3,,TOYOTA,TOYOTA MOTOR CORPORATION,PRIUS,2017,TOYOTA CITY,ZVW50L/ZVW51L,One/Two,PASSENGER CAR,JAPAN,Toyota Motor Corporation - Tsutsumi Plant,AICHI,,,"Entertainment System: Entune Audio, 6.1-in. touch-screen display, AM/FM CD player, MP3/WMA playback capability, six speakers, auxiliary audio jack, USB 2.0 port with iPod connectivity and control, advanced voice recognition, 5 hands-free phone capability, phone book access and music streaming via Bluetooth wireless technology), Siri Eyes Free   ",23475.00,,Hatchback/Liftback/Notchback,5,,Standard,60.2,,,3075,106.3,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,4,15,15,CD + Stereo,Left-Hand Drive (LHD),5,2,Continuously Variable Transmission (CVT),,FWD/Front-Wheel Drive,2,,,Calipers / Front Vented Discs | Rear Solid Discs,Nickel-Metal Hydride (Ni-MH)  |  Lithium Ion (Li-ion),,,,,,Dual Motor,,,,,,,,4,1800.0,109.84273937051,1.8,,"2ZR-FXE,1NM",71.5872,Gasoline,,In-Line,Electric,,96,,,Strong HEV (Hybrid Electric Vehicle),PORT,,84,Toyota,,Manual,,All Rows,Passenger Seat Only,1st Row (Driver and Passenger),Driver Seat Only,1st Row (Driver and Passenger),Standard,Standard,Standard,Indirect,,Standard,Standard,,Standard,,,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,Standard,Standard,,Standard,,Standard,Standard,,,,
4,26819,19367,2014,39625,Mission Hills,CA,2T3WFREV7EW112735,Toyota,RAV44X2,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,2T3WFREV*EW,,TOYOTA,TOYOTA MOTOR MANUFACTURING CANADA,RAV4,2014,WOODSTOCK,ASA42L/ASA44L,Sports,MULTIPURPOSE PASSENGER VEHICLE (MPV),CANADA,"Toyota Motor Manufacturing, Canada, Inc.",ONTARIO,,Wagon body style,Without Third Seat,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),5,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,,4,2500.0,152.55936023683,2.5,,2AR-FE,131.2432,Gasoline,,In-Line,,,176,,,,,,,,,Manual,,All Rows,Passenger Seat Only,1st Row (Driver and Passenger),Driver Seat Only,1st Row (Driver and Passenger),,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
5,26820,20261,2016,26327,Mission Hills,CA,JTDKBRFU1G3504180,Toyota,PriusTwo,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,JTDKBRFU*G3,,TOYOTA,TOYOTA MOTOR CORPORATION,PRIUS,2016,TOYOTA CITY,ZVW50L/ZVW51L,One/Two,PASSENGER CAR,JAPAN,Toyota Motor Corporation - Tsutsumi Plant,AICHI,,,,,,Hatchback/Liftback/Notchback,5,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1800.0,109.84273937051,1.8,,"2ZR-FXE,1NM",71.5872,Gasoline,,In-Line,Electric,,96,,,Strong HEV (Hybrid Electric Vehicle),PORT,,,,,Manual,,All Rows,Passenger Seat Only,1st Row (Driver and Passenger),Driver Seat Only,1st Row (Driver and Passenger),,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
6,26821,18998,2015,30072,Escondido,CA,JTDKN3DU1F1879343,Toyota,PriusThree,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,JTDKN3DU*F1,,TOYOTA,TOYOTA MOTOR CORPORATION,PRIUS,2015,TOYOTA CITY,ZVW30L,,PASSENGER CAR,JAPAN,Toyota Motor Corporation - Tsutsumi Plant,AICHI,,,,,,Hatchback/Liftback/Notchback,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,,4,1800.0,109.84273937051,1.8,,2ZR-FXE+3JM,,Gasoline,,In-Line,Electric,Multipoint Fuel Injection (MPFI),,,,HEV (Hybrid Electric Vehicle) - Level Unknown,,,,,,Manual,,All Rows,,1st Row (Driver and Passenger),Driver Seat Only,1st Row (Driver and Passenger),,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
7,26822,15988,2015,34339,Yuba City,CA,5YFBURHE4FP300530,Toyota,CorollaLE,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,5YFBURHE*FP,,TOYOTA,"TOYOTA MOTOR MANUFACTURING, MISSISSIPPI, INC.",Corolla,2015,BLUE SPRINGS,ZRE172L,L/LE,PASSENGER CAR,UNITED STATES (USA),"Toyota Motor Manufacturing, Mississippi, Inc.",MISSISSIPPI,,,,,,Sedan/Saloon,4,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,,4,1798,109.84273937051,1.8,4,2ZR-FE,98.4324,Gasoline,Dual Overhead Cam (DOHC),In-Line,,Multipoint Fuel Injection (MPFI),132,,148,,,,,Toyota,,Manual,,All Rows,Passenger Seat Only,1st Row (Driver and Passenger),Driver Seat Only,1st Row (Driver and Passenger),,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
8,26823,18000,2017,3176,Corona,CA,5YFBURHE2HP585876,Toyota,CorollaLE,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,5YFBURHE*HP,,TOYOTA,"TOYOTA MOTOR MANUFACTURING, MISSISSIPPI, INC.",Corolla,2017,BLUE SPRINGS,ZRE172L,L/LE/SE/XLE/XSE/50th Anniv. Special Edition,PASSENGER CAR,UNITED STATES (USA),"Toyota Motor Manufacturing, Mississippi, Inc.",MISSISSIPPI,,,,19400,,Sedan/Saloon,4,,Standard,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,4,,,,Left-Hand Drive (LHD),5,2,Continuously Variable Transmission (CVT),,FWD/Front-Wheel Drive,2,,,Calipers / Front Vented Discs | Rear Drums,,,,,,,,,,,,,,,4,1798,109.84273937051,1.8,4,2ZR-FE,98.4324,Gasoline,Dual Overhead Cam (DOHC),In-Line,,Multipoint Fuel Injection (MPFI),132,,148,,,,110,Toyota,,Manual,,All Rows,Passenger Seat Only,1st Row (Driver and Passenger),Driver Seat Only,1st Row (Driver and Passenger),Standard,Standard,Standard,Indirect,,Standard,,,,,,,Standard,,Standard,Standard,Standard,Standard,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,Standard,Standard,,Standard,,Standard,Standard,,,,
9,26824,19633,2015,34763,Santa Clarita,CA,2T3WFREV1FW137485,Toyota,RAV44X2,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,2T3WFREV*FW,,TOYOTA,TOYOTA MOTOR MANUFACTURING CANADA,RAV4,2015,WOODSTOCK,ASA44L/ASA42L/AVA44L,XLE (M Grade),MULTIPURPOSE PASSENGER VEHICLE (MPV),CANADA,"Toyota Motor Manufacturing, Canada, Inc.",ONTARIO,,Wagon body style,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),5,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,,4,2500.0,152.55936023683,2.5,,2AR-FE,131.2432,Gasoline,,In-Line,,,176,,,,"Engine Type: PORT, L4",,,,,Manual,,All Rows,Passenger Seat Only,1st Row (Driver and Passenger),Driver Seat Only,1st Row (Driver and Passenger),,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
