level_0,index,Price,Year,Mileage,City,State,Vin,Make,Model,Suggested VIN,Error Code,Possible Values,Additional Error Text,Error Text,Vehicle Descriptor,Destination Market,Make,Manufacturer Name,Model,Model Year,Plant City,Series,Trim,Vehicle Type,Plant Country,Plant Company Name,Plant State,Trim2,Series2,Note,Base Price ($),Non-Land Use,Body Class,Doors,Windows,Wheel Base Type,Track Width (inches),Gross Vehicle Weight Rating From,Bed Length (inches),Curb Weight (pounds),Wheel Base (inches) From,Wheel Base (inches) To,Gross Combination Weight Rating From,Gross Combination Weight Rating To,Gross Vehicle Weight Rating To,Bed Type,Cab Type,Trailer Type Connection,Trailer Body Type,Trailer Length (feet),Other Trailer Info,Number of Wheels,Wheel Size Front (inches),Wheel Size Rear (inches),Entertainment System,Steering Location,Number of Seats,Number of Seat Rows,Transmission Style,Transmission Speeds,Drive Type,Axles,Axle Configuration,Brake System Type,Brake System Description,Other Battery Info,Battery Type,Number of Battery Cells per Module,Battery Current (Amps) From,Battery Voltage (Volts) From,Battery Energy (kWh) From,EV Drive Unit,Battery Current (Amps) To,Battery Voltage (Volts) To,Battery Energy (kWh) To,Number of Battery Modules per Pack,Number of Battery Packs per Vehicle,Charger Level,Charger Power (kW),Engine Number of Cylinders,Displacement (CC),Displacement (CI),Displacement (L),Engine Stroke Cycles,Engine Model,Engine Power (kW),Fuel Type - Primary,Valve Train Design,Engine Configuration,Fuel Type - Secondary,Fuel Delivery / Fuel Injection Type,Engine Brake (hp) From,Cooling Type,Engine Brake (hp) To,Electrification Level,Other Engine Info,Turbo,Top Speed (MPH),Engine Manufacturer,Pretensioner,Seat Belt Type,Other Restraint System Info,Curtain Air Bag Locations,Seat Cushion Air Bag Locations,Front Air Bag Locations,Knee Air Bag Locations,Side Air Bag Locations,Anti-lock Braking System (ABS),Electronic Stability Control (ESC),Traction Control,Tire Pressure Monitoring System (TPMS) Type,Active Safety System Note,Auto-Reverse System for Windows and Sunroofs,Automatic Pedestrian Alerting Sound (for Hybrid and EV only),Event Data Recorder (EDR),Keyless Ignition,SAE Automation Level From,SAE Automation Level To,Adaptive Cruise Control (ACC),Crash Imminent Braking (CIB),Blind Spot Warning (BSW),Forward Collision Warning (FCW),Lane Departure Warning (LDW),Lane Keeping Assistance (LKA),Backup Camera,Parking Assist,Bus Length (feet),Bus Floor Configuration Type,Bus Type,Other Bus Info,Custom Motorcycle Type,Motorcycle Suspension Type,Motorcycle Chassis Type,Other Motorcycle Info,Dynamic Brake Support (DBS),Pedestrian Automatic Emergency Braking (PAEB),Automatic Crash Notification (ACN) / Advanced Automatic Crash Notification (AACN),Daytime Running Light (DRL),Headlamp Light Source,Semiautomatic Headlamp Beam Switching,Adaptive Driving Beam (ADB),Rear Cross Traffic Alert,Rear Automatic Emergency Braking,Blind Spot Intervention (BSI),Lane Centering Assistance
0,16885,27420,2016,8,GARDEN GROVE,CA,KNAGM4AD8G5095817,Kia,Optima,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,KNAGM4AD*G5,,KIA,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Optima,2016,HWASUNG,GL - Middle-low,,PASSENGER CAR,SOUTH KOREA,Kia Motors Corporation,,,Hybrid (TF HEV),,,,Sedan/Saloon,4,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,Capacity : 5.3 Ah,,,,270,,,,,,,,,,,2400.0,146.45698582735,2.4,,MPI THETA II,,Gasoline,,,Electric,Multipoint Fuel Injection (MPFI),,,,Strong HEV (Hybrid Electric Vehicle),Motor : [3-phase AC] : 35KW,,,,,Manual,,1st and 2nd Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
1,16886,21755,2017,26634,Escondido,CA,5XYPGDA55HG193778,Kia,SorentoLX,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,5XYPGDA5*HG,,KIA,"KIA GEORGIA, INC",Sorento,2017,WEST POINT,"L, LX",,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),Kia Motors Manufacturing Georgia Inc (KMMG),GEORGIA,,Wagon Body Type,,29200.00,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,109.40,,,,,,,Not Applicable,Not Applicable,,,4,17,17,,Left-Hand Drive (LHD),7,3,Automatic,6,4WD/4-Wheel Drive/4x4,2,,,,,,,,,,,,,,,,,,6,3300.0,201.37835551261,3.3,,,216.2530,Gasoline,Dual Overhead Cam (DOHC),,,,290,,,,"GDI, Lambda-II",,125,KMC,,Manual,,1st and 2nd Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),Standard,Standard,Standard,Direct,Rear Park Assist System: Optional,Standard,,,Optional,,,Optional,Optional,Optional,Optional,Optional,,Standard,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,Standard,,,Standard,,Standard,,,,,
2,16887,20855,2017,37594,Fairfield,CA,5XYPGDA57HG217997,Kia,SorentoLX,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,5XYPGDA5*HG,,KIA,"KIA GEORGIA, INC",Sorento,2017,WEST POINT,"L, LX",,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),Kia Motors Manufacturing Georgia Inc (KMMG),GEORGIA,,Wagon Body Type,,29200.00,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,109.40,,,,,,,Not Applicable,Not Applicable,,,4,17,17,,Left-Hand Drive (LHD),7,3,Automatic,6,4WD/4-Wheel Drive/4x4,2,,,,,,,,,,,,,,,,,,6,3300.0,201.37835551261,3.3,,,216.2530,Gasoline,Dual Overhead Cam (DOHC),,,,290,,,,"GDI, Lambda-II",,125,KMC,,Manual,,1st and 2nd Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),Standard,Standard,Standard,Direct,Rear Park Assist System: Optional,Standard,,,Optional,,,Optional,Optional,Optional,Optional,Optional,,Standard,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,Standard,,,Standard,,Standard,,,,,
3,16888,20855,2017,37659,Escondido,CA,5XYPGDA54HG194002,Kia,SorentoLX,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,5XYPGDA5*HG,,KIA,"KIA GEORGIA, INC",Sorento,2017,WEST POINT,"L, LX",,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),Kia Motors Manufacturing Georgia Inc (KMMG),GEORGIA,,Wagon Body Type,,29200.00,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,109.40,,,,,,,Not Applicable,Not Applicable,,,4,17,17,,Left-Hand Drive (LHD),7,3,Automatic,6,4WD/4-Wheel Drive/4x4,2,,,,,,,,,,,,,,,,,,6,3300.0,201.37835551261,3.3,,,216.2530,Gasoline,Dual Overhead Cam (DOHC),,,,290,,,,"GDI, Lambda-II",,125,KMC,,Manual,,1st and 2nd Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),Standard,Standard,Standard,Direct,Rear Park Assist System: Optional,Standard,,,Optional,,,Optional,Optional,Optional,Optional,Optional,,Standard,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,Standard,,,Standard,,Standard,,,,,
4,16889,20795,2016,24369,Irvine,CA,5XYPG4A33GG161263,Kia,SorentoLX,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,5XYPG4A3*GG,,KIA,"KIA GEORGIA, INC",Sorento,2016,,L / LX,,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),"Kia Motor Manufacturing, Georgia",GEORGIA,,wagon body Type,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,,,2400.0,146.45698582735,2.4,,DOHC GDI Theta II,,Gasoline,Dual Overhead Cam (DOHC),,,Stoichiometric Gasoline Direct Injection (SGDI),,,,,,,,,,Manual,,1st and 2nd Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
5,16890,20855,2017,37789,Victorville,CA,5XYPGDA51HG221317,Kia,SorentoLX,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,5XYPGDA5*HG,,KIA,"KIA GEORGIA, INC",Sorento,2017,WEST POINT,"L, LX",,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),Kia Motors Manufacturing Georgia Inc (KMMG),GEORGIA,,Wagon Body Type,,29200.00,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,109.40,,,,,,,Not Applicable,Not Applicable,,,4,17,17,,Left-Hand Drive (LHD),7,3,Automatic,6,4WD/4-Wheel Drive/4x4,2,,,,,,,,,,,,,,,,,,6,3300.0,201.37835551261,3.3,,,216.2530,Gasoline,Dual Overhead Cam (DOHC),,,,290,,,,"GDI, Lambda-II",,125,KMC,,Manual,,1st and 2nd Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),Standard,Standard,Standard,Direct,Rear Park Assist System: Optional,Standard,,,Optional,,,Optional,Optional,Optional,Optional,Optional,,Standard,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,Standard,,,Standard,,Standard,,,,,
6,16891,21255,2017,32991,Fairfield,CA,5XYPGDA54HG190130,Kia,SorentoLX,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,5XYPGDA5*HG,,KIA,"KIA GEORGIA, INC",Sorento,2017,WEST POINT,"L, LX",,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),Kia Motors Manufacturing Georgia Inc (KMMG),GEORGIA,,Wagon Body Type,,29200.00,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,109.40,,,,,,,Not Applicable,Not Applicable,,,4,17,17,,Left-Hand Drive (LHD),7,3,Automatic,6,4WD/4-Wheel Drive/4x4,2,,,,,,,,,,,,,,,,,,6,3300.0,201.37835551261,3.3,,,216.2530,Gasoline,Dual Overhead Cam (DOHC),,,,290,,,,"GDI, Lambda-II",,125,KMC,,Manual,,1st and 2nd Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),Standard,Standard,Standard,Direct,Rear Park Assist System: Optional,Standard,,,Optional,,,Optional,Optional,Optional,Optional,Optional,,Standard,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,Standard,,,Standard,,Standard,,,,,
7,16892,14263,2015,38723,Roseville,CA,KNDJP3A53F7201337,Kia,SoulAutomatic,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,KNDJP3A5*F7,,KIA,KIA CORPORATION,Soul,2015,GWANGJU,GLS(Middle grade),,MULTIPURPOSE PASSENGER VEHICLE (MPV),SOUTH KOREA,Kia Motors Corporation,,,Wagon body style,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,122.04748818946,2.0,,DOHC GDI Nu,,Gasoline,Dual Overhead Cam (DOHC),,,Stoichiometric Gasoline Direct Injection (SGDI),,,,,,,,,,Manual,,1st and 2nd Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
8,16893,21255,2017,33040,Santa Clara,CA,5XYPGDA56HG195457,Kia,SorentoLX,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,5XYPGDA5*HG,,KIA,"KIA GEORGIA, INC",Sorento,2017,WEST POINT,"L, LX",,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),Kia Motors Manufacturing Georgia Inc (KMMG),GEORGIA,,Wagon Body Type,,29200.00,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,109.40,,,,,,,Not Applicable,Not Applicable,,,4,17,17,,Left-Hand Drive (LHD),7,3,Automatic,6,4WD/4-Wheel Drive/4x4,2,,,,,,,,,,,,,,,,,,6,3300.0,201.37835551261,3.3,,,216.2530,Gasoline,Dual Overhead Cam (DOHC),,,,290,,,,"GDI, Lambda-II",,125,KMC,,Manual,,1st and 2nd Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),Standard,Standard,Standard,Direct,Rear Park Assist System: Optional,Standard,,,Optional,,,Optional,Optional,Optional,Optional,Optional,,Standard,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,Standard,,,Standard,,Standard,,,,,
9,16894,21255,2017,33076,San Mateo,CA,5XYPGDA51HG219776,Kia,SorentoLX,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,5XYPGDA5*HG,,KIA,"KIA GEORGIA, INC",Sorento,2017,WEST POINT,"L, LX",,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),Kia Motors Manufacturing Georgia Inc (KMMG),GEORGIA,,Wagon Body Type,,29200.00,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,109.40,,,,,,,Not Applicable,Not Applicable,,,4,17,17,,Left-Hand Drive (LHD),7,3,Automatic,6,4WD/4-Wheel Drive/4x4,2,,,,,,,,,,,,,,,,,,6,3300.0,201.37835551261,3.3,,,216.2530,Gasoline,Dual Overhead Cam (DOHC),,,,290,,,,"GDI, Lambda-II",,125,KMC,,Manual,,1st and 2nd Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),Standard,Standard,Standard,Direct,Rear Park Assist System: Optional,Standard,,,Optional,,,Optional,Optional,Optional,Optional,Optional,,Standard,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,Standard,,,Standard,,Standard,,,,,
