level_0,index,Price,Year,Mileage,City,State,Vin,Make,Model,Suggested VIN,Error Code,Possible Values,Additional Error Text,Error Text,Vehicle Descriptor,Destination Market,Make,Manufacturer Name,Model,Model Year,Plant City,Series,Trim,Vehicle Type,Plant Country,Plant Company Name,Plant State,Trim2,Series2,Note,Base Price ($),Non-Land Use,Body Class,Doors,Windows,Wheel Base Type,Track Width (inches),Gross Vehicle Weight Rating From,Bed Length (inches),Curb Weight (pounds),Wheel Base (inches) From,Wheel Base (inches) To,Gross Combination Weight Rating From,Gross Combination Weight Rating To,Gross Vehicle Weight Rating To,Bed Type,Cab Type,Trailer Type Connection,Trailer Body Type,Trailer Length (feet),Other Trailer Info,Number of Wheels,Wheel Size Front (inches),Wheel Size Rear (inches),Entertainment System,Steering Location,Number of Seats,Number of Seat Rows,Transmission Style,Transmission Speeds,Drive Type,Axles,Axle Configuration,Brake System Type,Brake System Description,Other Battery Info,Battery Type,Number of Battery Cells per Module,Battery Current (Amps) From,Battery Voltage (Volts) From,Battery Energy (kWh) From,EV Drive Unit,Battery Current (Amps) To,Battery Voltage (Volts) To,Battery Energy (kWh) To,Number of Battery Modules per Pack,Number of Battery Packs per Vehicle,Charger Level,Charger Power (kW),Engine Number of Cylinders,Displacement (CC),Displacement (CI),Displacement (L),Engine Stroke Cycles,Engine Model,Engine Power (kW),Fuel Type - Primary,Valve Train Design,Engine Configuration,Fuel Type - Secondary,Fuel Delivery / Fuel Injection Type,Engine Brake (hp) From,Cooling Type,Engine Brake (hp) To,Electrification Level,Other Engine Info,Turbo,Top Speed (MPH),Engine Manufacturer,Pretensioner,Seat Belt Type,Other Restraint System Info,Curtain Air Bag Locations,Seat Cushion Air Bag Locations,Front Air Bag Locations,Knee Air Bag Locations,Side Air Bag Locations,Anti-lock Braking System (ABS),Electronic Stability Control (ESC),Traction Control,Tire Pressure Monitoring System (TPMS) Type,Active Safety System Note,Auto-Reverse System for Windows and Sunroofs,Automatic Pedestrian Alerting Sound (for Hybrid and EV only),Event Data Recorder (EDR),Keyless Ignition,SAE Automation Level From,SAE Automation Level To,Adaptive Cruise Control (ACC),Crash Imminent Braking (CIB),Blind Spot Warning (BSW),Forward Collision Warning (FCW),Lane Departure Warning (LDW),Lane Keeping Assistance (LKA),Backup Camera,Parking Assist,Bus Length (feet),Bus Floor Configuration Type,Bus Type,Other Bus Info,Custom Motorcycle Type,Motorcycle Suspension Type,Motorcycle Chassis Type,Other Motorcycle Info,Dynamic Brake Support (DBS),Pedestrian Automatic Emergency Braking (PAEB),Automatic Crash Notification (ACN) / Advanced Automatic Crash Notification (AACN),Daytime Running Light (DRL),Headlamp Light Source,Semiautomatic Headlamp Beam Switching,Adaptive Driving Beam (ADB),Rear Cross Traffic Alert,Rear Automatic Emergency Braking,Blind Spot Intervention (BSI),Lane Centering Assistance
0,22843,21991,2015,26467,Sunnyvale,CA,1N6AD0ER5FN719995,Nissan,FrontierCrew,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,1N6AD0ER*FN,,NISSAN,"NISSAN NORTH AMERICA, INC.",Frontier,2015,CANTON,,,TRUCK,UNITED STATES (USA),Nissan North America Inc.,MISSISSIPPI,,,Position 6 is Model Change Number Code.,,,Pickup,,,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,Standard,Crew/Super Crew/Crew Max,Not Applicable,Not Applicable,,,,,,,,,,,,RWD/Rear-Wheel Drive,,,,,,,,,,,,,,,,,,,,4000.0,244.09497637892,4.0,,,,Gasoline,,,,,,,,,,,,,,Manual,1st row with 3-point manual seat belts.   2nd row outboard with 3-point manual seat belts.   2nd row center with 3-point manual belts.,1st and 2nd Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),Standard,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
1,22844,15998,2015,4850,Playa Vista,CA,3N1AB7AP8FY283171,Nissan,SentraSL,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,3N1AB7AP*FY,,NISSAN,"NISSAN MEXICANA, S.A. DE C.V.",Sentra,2015,AGUASCALIENTES,,,PASSENGER CAR,MEXICO,"Nissan Mexicana, S.A. de C.V.",AGUASCALIENTES,,,,,,Sedan/Saloon,4,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,FWD/Front-Wheel Drive,,,,,,,,,,,,,,,,,,,4,1800.0,109.84273937051,1.8,,,,Gasoline,,,,,,,,,,,,,,Manual,,1st and 2nd Rows,,1st Row (Driver and Passenger),,1st and 2nd Rows,,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
2,22845,22977,2016,30401,Palmdale,CA,1N6AD0ER6GN777406,Nissan,FrontierCrew,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,1N6AD0ER*GN,,NISSAN,"NISSAN NORTH AMERICA, INC.",Frontier,2016,CANTON,,,TRUCK,UNITED STATES (USA),Nissan North America Inc.,MISSISSIPPI,,,Model Change Number Code,,,Pickup,,,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,Crew/Super Crew/Crew Max,Not Applicable,Not Applicable,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,,6,4000,244.0949763789,4,,,194.6277,Gasoline,,V-Shaped,,,261,,,,,,,,,Manual,2nd row outboard and center 3-point manual belts,1st and 2nd Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),Standard,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
3,22846,21850,2014,33228,Santa Rosa,CA,1N6AD0ER2EN733951,Nissan,FrontierCrew,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,1N6AD0ER*EN,,NISSAN,"NISSAN NORTH AMERICA, INC.",Frontier,2014,CANTON,,,TRUCK,UNITED STATES (USA),Canton Plant,MISSISSIPPI,,,,,,Pickup,,,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,Crew/Super Crew/Crew Max,Not Applicable,Not Applicable,,,4,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,,,4000,244.0949763789,4,,,,Gasoline,,,,,,,,,,,,,,Manual,3-point manual belts,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),Standard,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
4,22847,15885,2016,17523,Tustin,CA,3N1AB7AP0GY212337,Nissan,SentraSV,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,3N1AB7AP*GY,,NISSAN,"NISSAN MEXICANA, S.A. DE C.V.",Sentra,2016,AGUASCALIENTES,,,PASSENGER CAR,MEXICO,"Nissan Mexicana, S.A. de C.V.",AGUASCALIENTES,,,,,,Sedan/Saloon,4,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,,4,1800.0,109.84273937051,1.8,,,,Gasoline,,,,,,,,,,,,,,Manual,2nd row outboard and center 3-point manual belts,1st and 2nd Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
5,22848,26800,2016,13555,Stockton,CA,1N4AA6AP4GC430743,Nissan,MaximaSR,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,1N4AA6AP*GC,,NISSAN,"NISSAN NORTH AMERICA, INC.",Maxima,2016,SMYRNA,,,PASSENGER CAR,UNITED STATES (USA),Nissan North America Inc.,TENNESSEE,,,,,,Sedan/Saloon,4,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,,,3500.0,213.58310433156,3.5,,,,Gasoline,,,,,,,,,,,,,,Manual,2nd row outboard and center 3-point manual belts,1st and 2nd Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
7,22850,22995,2016,23285,San Jose,CA,1N6AD0ER4GN750740,Nissan,FrontierCrew,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,1N6AD0ER*GN,,NISSAN,"NISSAN NORTH AMERICA, INC.",Frontier,2016,CANTON,,,TRUCK,UNITED STATES (USA),Nissan North America Inc.,MISSISSIPPI,,,Model Change Number Code,,,Pickup,,,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,Crew/Super Crew/Crew Max,Not Applicable,Not Applicable,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,,6,4000,244.0949763789,4,,,194.6277,Gasoline,,V-Shaped,,,261,,,,,,,,,Manual,2nd row outboard and center 3-point manual belts,1st and 2nd Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),Standard,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
8,22851,23515,2016,30531,Victorville,CA,1N6AD0EV3GN725292,Nissan,FrontierCrew,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,1N6AD0EV*GN,,NISSAN,"NISSAN NORTH AMERICA, INC.",Frontier,2016,CANTON,,,TRUCK,UNITED STATES (USA),Nissan North America Inc.,MISSISSIPPI,,,Model Change Number Code,,,Pickup,,,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,Crew/Super Crew/Crew Max,Not Applicable,Not Applicable,,,,,,,,,,,,4WD/4-Wheel Drive/4x4,,,,,,,,,,,,,,,,,,,6,4000,244.0949763789,4,,,194.6277,Gasoline,,V-Shaped,,,261,,,,,,,,,Manual,2nd row outboard and center 3-point manual belts,1st and 2nd Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),Standard,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
10,22853,22988,2016,27392,Riverside,CA,1N6AD0ER7GN739151,Nissan,FrontierCrew,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,1N6AD0ER*GN,,NISSAN,"NISSAN NORTH AMERICA, INC.",Frontier,2016,CANTON,,,TRUCK,UNITED STATES (USA),Nissan North America Inc.,MISSISSIPPI,,,Model Change Number Code,,,Pickup,,,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,Crew/Super Crew/Crew Max,Not Applicable,Not Applicable,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,,6,4000,244.0949763789,4,,,194.6277,Gasoline,,V-Shaped,,,261,,,,,,,,,Manual,2nd row outboard and center 3-point manual belts,1st and 2nd Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),Standard,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
11,22854,22995,2016,26153,Mission Hills,CA,1N6AD0ERXGN791504,Nissan,FrontierCrew,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,1N6AD0ER*GN,,NISSAN,"NISSAN NORTH AMERICA, INC.",Frontier,2016,CANTON,,,TRUCK,UNITED STATES (USA),Nissan North America Inc.,MISSISSIPPI,,,Model Change Number Code,,,Pickup,,,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,Crew/Super Crew/Crew Max,Not Applicable,Not Applicable,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,,6,4000,244.0949763789,4,,,194.6277,Gasoline,,V-Shaped,,,261,,,,,,,,,Manual,2nd row outboard and center 3-point manual belts,1st and 2nd Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),Standard,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
