level_0,index,Price,Year,Mileage,City,State,Vin,Make,Model,Suggested VIN,Error Code,Possible Values,Additional Error Text,Error Text,Vehicle Descriptor,Destination Market,Make,Manufacturer Name,Model,Model Year,Plant City,Series,Trim,Vehicle Type,Plant Country,Plant Company Name,Plant State,Trim2,Series2,Note,Base Price ($),Non-Land Use,Body Class,Doors,Windows,Wheel Base Type,Track Width (inches),Gross Vehicle Weight Rating From,Bed Length (inches),Curb Weight (pounds),Wheel Base (inches) From,Wheel Base (inches) To,Gross Combination Weight Rating From,Gross Combination Weight Rating To,Gross Vehicle Weight Rating To,Bed Type,Cab Type,Trailer Type Connection,Trailer Body Type,Trailer Length (feet),Other Trailer Info,Number of Wheels,Wheel Size Front (inches),Wheel Size Rear (inches),Entertainment System,Steering Location,Number of Seats,Number of Seat Rows,Transmission Style,Transmission Speeds,Drive Type,Axles,Axle Configuration,Brake System Type,Brake System Description,Other Battery Info,Battery Type,Number of Battery Cells per Module,Battery Current (Amps) From,Battery Voltage (Volts) From,Battery Energy (kWh) From,EV Drive Unit,Battery Current (Amps) To,Battery Voltage (Volts) To,Battery Energy (kWh) To,Number of Battery Modules per Pack,Number of Battery Packs per Vehicle,Charger Level,Charger Power (kW),Engine Number of Cylinders,Displacement (CC),Displacement (CI),Displacement (L),Engine Stroke Cycles,Engine Model,Engine Power (kW),Fuel Type - Primary,Valve Train Design,Engine Configuration,Fuel Type - Secondary,Fuel Delivery / Fuel Injection Type,Engine Brake (hp) From,Cooling Type,Engine Brake (hp) To,Electrification Level,Other Engine Info,Turbo,Top Speed (MPH),Engine Manufacturer,Pretensioner,Seat Belt Type,Other Restraint System Info,Curtain Air Bag Locations,Seat Cushion Air Bag Locations,Front Air Bag Locations,Knee Air Bag Locations,Side Air Bag Locations,Anti-lock Braking System (ABS),Electronic Stability Control (ESC),Traction Control,Tire Pressure Monitoring System (TPMS) Type,Active Safety System Note,Auto-Reverse System for Windows and Sunroofs,Automatic Pedestrian Alerting Sound (for Hybrid and EV only),Event Data Recorder (EDR),Keyless Ignition,SAE Automation Level From,SAE Automation Level To,Adaptive Cruise Control (ACC),Crash Imminent Braking (CIB),Blind Spot Warning (BSW),Forward Collision Warning (FCW),Lane Departure Warning (LDW),Lane Keeping Assistance (LKA),Backup Camera,Parking Assist,Bus Length (feet),Bus Floor Configuration Type,Bus Type,Other Bus Info,Custom Motorcycle Type,Motorcycle Suspension Type,Motorcycle Chassis Type,Other Motorcycle Info,Dynamic Brake Support (DBS),Pedestrian Automatic Emergency Braking (PAEB),Automatic Crash Notification (ACN) / Advanced Automatic Crash Notification (AACN),Daytime Running Light (DRL),Headlamp Light Source,Semiautomatic Headlamp Beam Switching,Adaptive Driving Beam (ADB),Rear Cross Traffic Alert,Rear Automatic Emergency Braking,Blind Spot Intervention (BSI),Lane Centering Assistance
0,1988,28000,2016,17604,Palm Springs,CA,1G6AB5RX1G0126280,Cadillac,ATS,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,1G6AB5RX*G0,,CADILLAC,GENERAL MOTORS LLC,ATS,2016,LANSING - GRAND RIVER,Luxury RWD,,PASSENGER CAR,UNITED STATES (USA),GMNA,MICHIGAN,,,,,,Sedan/Saloon,4,4,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,RWD/Rear-Wheel Drive,,,,,,,,,,,,,,,,,,,4,2000.0,122.04748818946,2.0,,"LTG - SIDI, ALUM, VVT, DCVCP TURBO, E0-E100, ALUM",,Gasoline,Dual Overhead Cam (DOHC),In-Line,,,,,,,,Yes,,,,Manual,,All Rows,,1st Row (Driver and Passenger),1st Row (Driver and Passenger),1st Row (Driver and Passenger),,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
1,1989,29995,2016,15164,Duarte,CA,3GYFNBE31GS506105,Cadillac,SRXLuxury,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,3GYFNBE3*GS,,CADILLAC,GENERAL MOTORS LLC,SRX,2016,RAMOS ARIZPE,Luxury Collection (FWD),,MULTIPURPOSE PASSENGER VEHICLE (MPV),MEXICO,GMNA,COAHUILA,,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,FWD/Front-Wheel Drive,,,Hydraulic,,,,,,,,,,,,,,,,6,3600.0,219.68547874103,3.6,,"LFX - SIDI, VVT, E85 MAX, Aluminum",,Gasoline,Dual Overhead Cam (DOHC),,,Stoichiometric Gasoline Direct Injection (SGDI),,,,,,,,GM,,Manual,,All Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
2,1990,27699,2014,37405,Yuba City,CA,1G6DD1E3XE0147984,Cadillac,CTS,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,1G6DD1E3*E0,,CADILLAC,GENERAL MOTORS LLC,CTS,2014,LANSING - GRAND RIVER,Premium (RWD),,PASSENGER CAR,UNITED STATES (USA),GMNA,MICHIGAN,,,"Body type: 2Dr Coupe, Notchback Special  ",,,Coupe,2,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,RWD/Rear-Wheel Drive,,,,,,,,,,,,,,,,,,,6,3600.0,219.68547874103,3.6,,LFX,,Gasoline,Dual Overhead Cam (DOHC),,Ethanol (E85),Stoichiometric Gasoline Direct Injection (SGDI),,,,,"Book Codes: 0G, BE, A. VVT, E85 Max, Aluminum.",,,,,Manual,AY0 - Active Manual Belts,All Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
3,1991,25795,2016,31484,Irvine,CA,1G6AB5RA9G0104703,Cadillac,ATS,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,1G6AB5RA*G0,,CADILLAC,GENERAL MOTORS LLC,ATS,2016,LANSING - GRAND RIVER,Luxury RWD,,PASSENGER CAR,UNITED STATES (USA),GMNA,MICHIGAN,,,,,,Sedan/Saloon,4,4,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,RWD/Rear-Wheel Drive,,,,,,,,,,,,,,,,,,,4,2500.0,152.55936023683,2.5,,"LCV - SIDI, DCVCP, VVT, E85 Max, E0-E100, ALUM",,Gasoline,Dual Overhead Cam (DOHC),In-Line,,,,,,,,,,,,Manual,,All Rows,,1st Row (Driver and Passenger),1st Row (Driver and Passenger),1st Row (Driver and Passenger),,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
4,1992,25985,2014,19645,Cathedral City,CA,1G6AB5RX0E0189240,Cadillac,ATS2.0L,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,1G6AB5RX*E0,,CADILLAC,GENERAL MOTORS LLC,ATS,2014,LANSING - GRAND RIVER,Luxury RWD,,PASSENGER CAR,UNITED STATES (USA),GMNA,MICHIGAN,,,Body type: 4Dr Sedan Notchback,,,Sedan/Saloon,4,4,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,RWD/Rear-Wheel Drive,,,,,,,,,,,,,,,,,,,4,2000.0,122.04748818946,2.0,,LTG,,Gasoline,Dual Overhead Cam (DOHC),In-Line,Flexible Fuel Vehicle (FFV),Stoichiometric Gasoline Direct Injection (SGDI),,,,,"Book Code: 0G, A.  Aluminum. VVT, DCVCP(Double Continuous Variable Cam Phasing), E0-E100.",Yes,,,,Manual,,All Rows,,1st Row (Driver and Passenger),1st Row (Driver and Passenger),1st Row (Driver and Passenger),,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
5,1993,28700,2015,22312,Fremont,CA,3GYFNBE31FS555366,Cadillac,SRXLuxury,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,3GYFNBE3*FS,,CADILLAC,GENERAL MOTORS LLC,SRX,2015,RAMOS ARIZPE,Luxury Collection (FWD),,MULTIPURPOSE PASSENGER VEHICLE (MPV),MEXICO,GMNA,COAHUILA,,,Engines listed as flexible fuel do not necessarily mean the vehicle is equipped for flexible fuel.,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,FWD/Front-Wheel Drive,,,Hydraulic,,,,,,,,,,,,,,,,6,3600.0,219.68547874103,3.6,,"LFX - SIDI, VVT, E85 MAX, ALUM",,Gasoline,Dual Overhead Cam (DOHC),,,Stoichiometric Gasoline Direct Injection (SGDI),,,,,,,,,,Manual,,All Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
6,1994,26935,2016,10735,Thousand Oaks,CA,1G6AB5RX3G0164142,Cadillac,ATS,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,1G6AB5RX*G0,,CADILLAC,GENERAL MOTORS LLC,ATS,2016,LANSING - GRAND RIVER,Luxury RWD,,PASSENGER CAR,UNITED STATES (USA),GMNA,MICHIGAN,,,,,,Sedan/Saloon,4,4,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,RWD/Rear-Wheel Drive,,,,,,,,,,,,,,,,,,,4,2000.0,122.04748818946,2.0,,"LTG - SIDI, ALUM, VVT, DCVCP TURBO, E0-E100, ALUM",,Gasoline,Dual Overhead Cam (DOHC),In-Line,,,,,,,,Yes,,,,Manual,,All Rows,,1st Row (Driver and Passenger),1st Row (Driver and Passenger),1st Row (Driver and Passenger),,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
7,1995,24695,2015,34478,Victorville,CA,1G6AB5RA2F0121180,Cadillac,ATS,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,1G6AB5RA*F0,,CADILLAC,GENERAL MOTORS LLC,ATS,2015,LANSING - GRAND RIVER,Luxury RWD,,PASSENGER CAR,UNITED STATES (USA),GMNA,MICHIGAN,,,,,,Sedan/Saloon,4,4,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,RWD/Rear-Wheel Drive,,,,,,,,,,,,,,,,,,,4,2500.0,152.55936023683,2.5,,LCV,,Gasoline,Dual Overhead Cam (DOHC),In-Line,Ethanol (E85),Stoichiometric Gasoline Direct Injection (SGDI),,,,,"Book Code: A.   DCVP, VVT, E85 Max, E0-E100, Aluminum",,,,,Manual,,All Rows,,1st Row (Driver and Passenger),1st Row (Driver and Passenger),1st Row (Driver and Passenger),,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
8,1996,26990,2014,28350,Costa Mesa,CA,3GYFNCE34ES681659,Cadillac,SRXPerformance,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,3GYFNCE3*ES,,CADILLAC,GENERAL MOTORS LLC,SRX,2014,RAMOS ARIZPE,Performance Collection (FWD),,MULTIPURPOSE PASSENGER VEHICLE (MPV),MEXICO,GMNA,GUANAJUATO,,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,FWD/Front-Wheel Drive,,,Hydraulic,,,,,,,,,,,,,,,,6,3600.0,219.68547874103,3.6,,"LFX - VVT, E85 Max, Aluminum",,Gasoline,Dual Overhead Cam (DOHC),,Ethanol (E85),Stoichiometric Gasoline Direct Injection (SGDI),,,,,,,,,,Manual,AY0 - Active Manual Belts,All Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
9,1997,29000,2016,33033,Vallejo,CA,3GYFNBE30GS524109,Cadillac,SRXLuxury,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,3GYFNBE3*GS,,CADILLAC,GENERAL MOTORS LLC,SRX,2016,RAMOS ARIZPE,Luxury Collection (FWD),,MULTIPURPOSE PASSENGER VEHICLE (MPV),MEXICO,GMNA,COAHUILA,,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,FWD/Front-Wheel Drive,,,Hydraulic,,,,,,,,,,,,,,,,6,3600.0,219.68547874103,3.6,,"LFX - SIDI, VVT, E85 MAX, Aluminum",,Gasoline,Dual Overhead Cam (DOHC),,,Stoichiometric Gasoline Direct Injection (SGDI),,,,,,,,GM,,Manual,,All Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
