level_0,index,Price,Year,Mileage,City,State,Vin,Make,Model,Suggested VIN,Error Code,Possible Values,Additional Error Text,Error Text,Vehicle Descriptor,Destination Market,Make,Manufacturer Name,Model,Model Year,Plant City,Series,Trim,Vehicle Type,Plant Country,Plant Company Name,Plant State,Trim2,Series2,Note,Base Price ($),Non-Land Use,Body Class,Doors,Windows,Wheel Base Type,Track Width (inches),Gross Vehicle Weight Rating From,Bed Length (inches),Curb Weight (pounds),Wheel Base (inches) From,Wheel Base (inches) To,Gross Combination Weight Rating From,Gross Combination Weight Rating To,Gross Vehicle Weight Rating To,Bed Type,Cab Type,Trailer Type Connection,Trailer Body Type,Trailer Length (feet),Other Trailer Info,Number of Wheels,Wheel Size Front (inches),Wheel Size Rear (inches),Entertainment System,Steering Location,Number of Seats,Number of Seat Rows,Transmission Style,Transmission Speeds,Drive Type,Axles,Axle Configuration,Brake System Type,Brake System Description,Other Battery Info,Battery Type,Number of Battery Cells per Module,Battery Current (Amps) From,Battery Voltage (Volts) From,Battery Energy (kWh) From,EV Drive Unit,Battery Current (Amps) To,Battery Voltage (Volts) To,Battery Energy (kWh) To,Number of Battery Modules per Pack,Number of Battery Packs per Vehicle,Charger Level,Charger Power (kW),Engine Number of Cylinders,Displacement (CC),Displacement (CI),Displacement (L),Engine Stroke Cycles,Engine Model,Engine Power (kW),Fuel Type - Primary,Valve Train Design,Engine Configuration,Fuel Type - Secondary,Fuel Delivery / Fuel Injection Type,Engine Brake (hp) From,Cooling Type,Engine Brake (hp) To,Electrification Level,Other Engine Info,Turbo,Top Speed (MPH),Engine Manufacturer,Pretensioner,Seat Belt Type,Other Restraint System Info,Curtain Air Bag Locations,Seat Cushion Air Bag Locations,Front Air Bag Locations,Knee Air Bag Locations,Side Air Bag Locations,Anti-lock Braking System (ABS),Electronic Stability Control (ESC),Traction Control,Tire Pressure Monitoring System (TPMS) Type,Active Safety System Note,Auto-Reverse System for Windows and Sunroofs,Automatic Pedestrian Alerting Sound (for Hybrid and EV only),Event Data Recorder (EDR),Keyless Ignition,SAE Automation Level From,SAE Automation Level To,Adaptive Cruise Control (ACC),Crash Imminent Braking (CIB),Blind Spot Warning (BSW),Forward Collision Warning (FCW),Lane Departure Warning (LDW),Lane Keeping Assistance (LKA),Backup Camera,Parking Assist,Bus Length (feet),Bus Floor Configuration Type,Bus Type,Other Bus Info,Custom Motorcycle Type,Motorcycle Suspension Type,Motorcycle Chassis Type,Other Motorcycle Info,Dynamic Brake Support (DBS),Pedestrian Automatic Emergency Braking (PAEB),Automatic Crash Notification (ACN) / Advanced Automatic Crash Notification (AACN),Daytime Running Light (DRL),Headlamp Light Source,Semiautomatic Headlamp Beam Switching,Adaptive Driving Beam (ADB),Rear Cross Traffic Alert,Rear Automatic Emergency Braking,Blind Spot Intervention (BSI),Lane Centering Assistance
0,8941,21116,2015,31891,Redlands,CA,1FA6P8TH0F5306476,Ford,MustangFastback,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,1FA6P8TH*F5,,FORD,FORD MOTOR COMPANY,Mustang,2015,FLAT ROCK,I4 Coupe,,PASSENGER CAR,UNITED STATES (USA),Flat Rock Assembly PLant,MICHIGAN,,,,,,Coupe,2,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2300.0,140.35461141788,2.3,,,,Gasoline,,In-Line,,,,,,,4V,,,Ford,,Manual,,,,1st Row (Driver and Passenger),1st Row (Driver and Passenger),1st and 2nd Rows,,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
1,8942,23727,2017,17256,Victorville,CA,1FA6P8TH6H5254886,Ford,MustangEcoBoost,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,1FA6P8TH*H5,,FORD,FORD MOTOR COMPANY,Mustang,2017,FLAT ROCK,I4 Coupe,,PASSENGER CAR,UNITED STATES (USA),Flat Rock Assembly PLant,MICHIGAN,,,,30195,,Coupe,2,,,,,,,107.10,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,4,18,18,,Left-Hand Drive (LHD),4,2,,,,2,,,,,,,,,,,,,,,,,,4,2300.0,140.35461141788,2.3,,2.3L 4V Premium Fuel,231.1670,Gasoline,,In-Line,,,310,,,,,,148,Ford,,Manual,,,,1st Row (Driver and Passenger),1st Row (Driver and Passenger),1st Row (Driver and Passenger),Standard,Standard,Standard,Direct,,Standard,,,Standard,,,,,,,,,Standard,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,Standard,,Standard,,,Standard,,,,,
2,8943,23727,2017,17282,Livermore,CA,1FA6P8TH9H5282827,Ford,MustangEcoBoost,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,1FA6P8TH*H5,,FORD,FORD MOTOR COMPANY,Mustang,2017,FLAT ROCK,I4 Coupe,,PASSENGER CAR,UNITED STATES (USA),Flat Rock Assembly PLant,MICHIGAN,,,,30195,,Coupe,2,,,,,,,107.10,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,4,18,18,,Left-Hand Drive (LHD),4,2,,,,2,,,,,,,,,,,,,,,,,,4,2300.0,140.35461141788,2.3,,2.3L 4V Premium Fuel,231.1670,Gasoline,,In-Line,,,310,,,,,,148,Ford,,Manual,,,,1st Row (Driver and Passenger),1st Row (Driver and Passenger),1st Row (Driver and Passenger),Standard,Standard,Standard,Direct,,Standard,,,Standard,,,,,,,,,Standard,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,Standard,,Standard,,,Standard,,,,,
3,8944,22988,2017,29467,Gridley,CA,1FMCU9G94HUA26000,Ford,Escape4WD,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,1FMCU9G9*HU,,FORD,FORD MOTOR COMPANY,Escape,2017,LOUISVILLE,SE,,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),Louisville Assembly,KENTUCKY,,,,25250,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,105.90,,,,,,,Not Applicable,Not Applicable,,,4,17,17,,Left-Hand Drive (LHD),5,2,,,4WD/4-Wheel Drive/4x4,2,,Hydraulic,,,,,,,,,,,,,,,,4,2000.0,122.04748818946,2.0,,,178.9680,Gasoline,,In-Line,,Stoichiometric Gasoline Direct Injection (SGDI),240,,,,Premium Fuel,,125,Ford,,Manual,,,,1st Row (Driver and Passenger),Driver Seat Only,1st and 2nd Rows,Standard,Standard,Standard,Direct,,Standard,,,Optional,,,,,Optional,,,,Standard,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,Standard,,Standard,,,Standard,,,,,
4,8945,23727,2017,17420,San Mateo,CA,1FA6P8TH6H5257772,Ford,MustangEcoBoost,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,1FA6P8TH*H5,,FORD,FORD MOTOR COMPANY,Mustang,2017,FLAT ROCK,I4 Coupe,,PASSENGER CAR,UNITED STATES (USA),Flat Rock Assembly PLant,MICHIGAN,,,,30195,,Coupe,2,,,,,,,107.10,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,4,18,18,,Left-Hand Drive (LHD),4,2,,,,2,,,,,,,,,,,,,,,,,,4,2300.0,140.35461141788,2.3,,2.3L 4V Premium Fuel,231.1670,Gasoline,,In-Line,,,310,,,,,,148,Ford,,Manual,,,,1st Row (Driver and Passenger),1st Row (Driver and Passenger),1st Row (Driver and Passenger),Standard,Standard,Standard,Direct,,Standard,,,Standard,,,,,,,,,Standard,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,Standard,,Standard,,,Standard,,,,,
5,8946,23615,2017,18818,Livermore,CA,1FATP8UH1H5257650,Ford,MustangEcoBoost,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,1FATP8UH*H5,,FORD,FORD MOTOR COMPANY,Mustang,2017,FLAT ROCK,I4 Convertible,,PASSENGER CAR,UNITED STATES (USA),Flat Rock Assembly PLant,MICHIGAN,,,,35695,,Convertible/Cabriolet,2,,,,,,,107.10,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,4,18,18,,Left-Hand Drive (LHD),4,2,,,,2,,,,,,,,,,,,,,,,,,4,2300.0,140.35461141788,2.3,,2.3L 4V Premium Fuel,231.1670,Gasoline,,In-Line,,,310,,,,,,148,Ford,,Manual,,,,1st Row (Driver and Passenger),1st Row (Driver and Passenger),1st Row (Driver and Passenger),Standard,Standard,Standard,Direct,,Standard,,,Standard,,,,,Optional,,,,Standard,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,Standard,,Standard,,,Standard,,,,,
6,8947,23727,2017,17548,Escondido,CA,1FA6P8THXH5282786,Ford,MustangEcoBoost,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,1FA6P8TH*H5,,FORD,FORD MOTOR COMPANY,Mustang,2017,FLAT ROCK,I4 Coupe,,PASSENGER CAR,UNITED STATES (USA),Flat Rock Assembly PLant,MICHIGAN,,,,30195,,Coupe,2,,,,,,,107.10,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,4,18,18,,Left-Hand Drive (LHD),4,2,,,,2,,,,,,,,,,,,,,,,,,4,2300.0,140.35461141788,2.3,,2.3L 4V Premium Fuel,231.1670,Gasoline,,In-Line,,,310,,,,,,148,Ford,,Manual,,,,1st Row (Driver and Passenger),1st Row (Driver and Passenger),1st Row (Driver and Passenger),Standard,Standard,Standard,Direct,,Standard,,,Standard,,,,,,,,,Standard,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,Standard,,Standard,,,Standard,,,,,
7,8948,23727,2017,17562,Victorville,CA,1FA6P8TH9H5257698,Ford,MustangEcoBoost,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,1FA6P8TH*H5,,FORD,FORD MOTOR COMPANY,Mustang,2017,FLAT ROCK,I4 Coupe,,PASSENGER CAR,UNITED STATES (USA),Flat Rock Assembly PLant,MICHIGAN,,,,30195,,Coupe,2,,,,,,,107.10,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,4,18,18,,Left-Hand Drive (LHD),4,2,,,,2,,,,,,,,,,,,,,,,,,4,2300.0,140.35461141788,2.3,,2.3L 4V Premium Fuel,231.1670,Gasoline,,In-Line,,,310,,,,,,148,Ford,,Manual,,,,1st Row (Driver and Passenger),1st Row (Driver and Passenger),1st Row (Driver and Passenger),Standard,Standard,Standard,Direct,,Standard,,,Standard,,,,,,,,,Standard,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,Standard,,Standard,,,Standard,,,,,
8,8949,23127,2017,24812,Santa Clara,CA,1FA6P8TH1H5227479,Ford,MustangEcoBoost,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,1FA6P8TH*H5,,FORD,FORD MOTOR COMPANY,Mustang,2017,FLAT ROCK,I4 Coupe,,PASSENGER CAR,UNITED STATES (USA),Flat Rock Assembly PLant,MICHIGAN,,,,30195,,Coupe,2,,,,,,,107.10,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,4,18,18,,Left-Hand Drive (LHD),4,2,,,,2,,,,,,,,,,,,,,,,,,4,2300.0,140.35461141788,2.3,,2.3L 4V Premium Fuel,231.1670,Gasoline,,In-Line,,,310,,,,,,148,Ford,,Manual,,,,1st Row (Driver and Passenger),1st Row (Driver and Passenger),1st Row (Driver and Passenger),Standard,Standard,Standard,Direct,,Standard,,,Standard,,,,,,,,,Standard,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,Standard,,Standard,,,Standard,,,,,
9,8950,23727,2017,17678,Santa Clara,CA,1FA6P8TH3H5254957,Ford,MustangEcoBoost,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,1FA6P8TH*H5,,FORD,FORD MOTOR COMPANY,Mustang,2017,FLAT ROCK,I4 Coupe,,PASSENGER CAR,UNITED STATES (USA),Flat Rock Assembly PLant,MICHIGAN,,,,30195,,Coupe,2,,,,,,,107.10,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,4,18,18,,Left-Hand Drive (LHD),4,2,,,,2,,,,,,,,,,,,,,,,,,4,2300.0,140.35461141788,2.3,,2.3L 4V Premium Fuel,231.1670,Gasoline,,In-Line,,,310,,,,,,148,Ford,,Manual,,,,1st Row (Driver and Passenger),1st Row (Driver and Passenger),1st Row (Driver and Passenger),Standard,Standard,Standard,Direct,,Standard,,,Standard,,,,,,,,,Standard,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,Standard,,Standard,,,Standard,,,,,
