level_0,index,Price,Year,Mileage,City,State,Vin,Make,Model,Suggested VIN,Error Code,Possible Values,Additional Error Text,Error Text,Vehicle Descriptor,Destination Market,Make,Manufacturer Name,Model,Model Year,Plant City,Series,Trim,Vehicle Type,Plant Country,Plant Company Name,Plant State,Trim2,Series2,Note,Base Price ($),Non-Land Use,Body Class,Doors,Windows,Wheel Base Type,Track Width (inches),Gross Vehicle Weight Rating From,Bed Length (inches),Curb Weight (pounds),Wheel Base (inches) From,Wheel Base (inches) To,Gross Combination Weight Rating From,Gross Combination Weight Rating To,Gross Vehicle Weight Rating To,Bed Type,Cab Type,Trailer Type Connection,Trailer Body Type,Trailer Length (feet),Other Trailer Info,Number of Wheels,Wheel Size Front (inches),Wheel Size Rear (inches),Entertainment System,Steering Location,Number of Seats,Number of Seat Rows,Transmission Style,Transmission Speeds,Drive Type,Axles,Axle Configuration,Brake System Type,Brake System Description,Other Battery Info,Battery Type,Number of Battery Cells per Module,Battery Current (Amps) From,Battery Voltage (Volts) From,Battery Energy (kWh) From,EV Drive Unit,Battery Current (Amps) To,Battery Voltage (Volts) To,Battery Energy (kWh) To,Number of Battery Modules per Pack,Number of Battery Packs per Vehicle,Charger Level,Charger Power (kW),Engine Number of Cylinders,Displacement (CC),Displacement (CI),Displacement (L),Engine Stroke Cycles,Engine Model,Engine Power (kW),Fuel Type - Primary,Valve Train Design,Engine Configuration,Fuel Type - Secondary,Fuel Delivery / Fuel Injection Type,Engine Brake (hp) From,Cooling Type,Engine Brake (hp) To,Electrification Level,Other Engine Info,Turbo,Top Speed (MPH),Engine Manufacturer,Pretensioner,Seat Belt Type,Other Restraint System Info,Curtain Air Bag Locations,Seat Cushion Air Bag Locations,Front Air Bag Locations,Knee Air Bag Locations,Side Air Bag Locations,Anti-lock Braking System (ABS),Electronic Stability Control (ESC),Traction Control,Tire Pressure Monitoring System (TPMS) Type,Active Safety System Note,Auto-Reverse System for Windows and Sunroofs,Automatic Pedestrian Alerting Sound (for Hybrid and EV only),Event Data Recorder (EDR),Keyless Ignition,SAE Automation Level From,SAE Automation Level To,Adaptive Cruise Control (ACC),Crash Imminent Braking (CIB),Blind Spot Warning (BSW),Forward Collision Warning (FCW),Lane Departure Warning (LDW),Lane Keeping Assistance (LKA),Backup Camera,Parking Assist,Bus Length (feet),Bus Floor Configuration Type,Bus Type,Other Bus Info,Custom Motorcycle Type,Motorcycle Suspension Type,Motorcycle Chassis Type,Other Motorcycle Info,Dynamic Brake Support (DBS),Pedestrian Automatic Emergency Braking (PAEB),Automatic Crash Notification (ACN) / Advanced Automatic Crash Notification (AACN),Daytime Running Light (DRL),Headlamp Light Source,Semiautomatic Headlamp Beam Switching,Adaptive Driving Beam (ADB),Rear Cross Traffic Alert,Rear Automatic Emergency Braking,Blind Spot Intervention (BSI),Lane Centering Assistance
0,14899,29995,2015,17150,Sherman Oaks,CA,JN1CV6EK0FM870475,INFINITI,Q60,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,JN1CV6EK*FM,,INFINITI,"NISSAN MOTOR COMPANY, LTD",Q60,2015,"TOCHIGI PLANT, KAWACHI-GUN",,,PASSENGER CAR,JAPAN,"Nissan Motor Company, Ltd.",TOCHIGI,,,,,,Coupe,2,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,FWD/Front-Wheel Drive,,,,,,,,,,,,,,,,,,,,3700.0,225.78785315050,3.7,,,,Gasoline,,,,,,,,,,,,,,Manual,3-Point manual belt at 1st row and 2nd row outboard.,1st and 2nd Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
1,14900,27000,2015,34083,Elk Grove,CA,JN1BV7AP0FM350411,INFINITI,Q50RWD,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,JN1BV7AP*FM,,INFINITI,"NISSAN MOTOR COMPANY, LTD",Q50,2015,"TOCHIGI PLANT, KAWACHI-GUN",,,PASSENGER CAR,JAPAN,"Nissan Motor Company, Ltd.",TOCHIGI,,,,,,Sedan/Saloon,4,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,FWD/Front-Wheel Drive,,,,,,,,,,,,,,,,,,,,3700.0,225.78785315050,3.7,,,,Gasoline,,,,,,,,,,,,,,Manual,,1st and 2nd Rows,,1st Row (Driver and Passenger),,1st and 2nd Rows,,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
4,14903,30000,2014,33575,Westminster,CA,JN1CV6EK7EM113569,INFINITI,Q60,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,JN1CV6EK*EM,,INFINITI,"NISSAN MOTOR COMPANY, LTD",Q60,2014,TOCHIGI,,,PASSENGER CAR,JAPAN,Tochigi Plant,KAMINOKAWA,,,,,,Coupe,2,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,,,3700.0,225.78785315050,3.7,,,,Gasoline,,,,,,,,,,,,,,Manual,2nd row outboard and 3-pt manual belts,1st and 2nd Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
7,14906,19299,2014,30816,Montebello,CA,JN1CV6EK9EM112763,INFINITI,Q60,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,JN1CV6EK*EM,,INFINITI,"NISSAN MOTOR COMPANY, LTD",Q60,2014,TOCHIGI,,,PASSENGER CAR,JAPAN,Tochigi Plant,KAMINOKAWA,,,,,,Coupe,2,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,,,3700.0,225.78785315050,3.7,,,,Gasoline,,,,,,,,,,,,,,Manual,2nd row outboard and 3-pt manual belts,1st and 2nd Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
8,14907,27995,2015,20073,Fremont,CA,JN1CV6EK5FM871394,INFINITI,Q60,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,JN1CV6EK*FM,,INFINITI,"NISSAN MOTOR COMPANY, LTD",Q60,2015,"TOCHIGI PLANT, KAWACHI-GUN",,,PASSENGER CAR,JAPAN,"Nissan Motor Company, Ltd.",TOCHIGI,,,,,,Coupe,2,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,FWD/Front-Wheel Drive,,,,,,,,,,,,,,,,,,,,3700.0,225.78785315050,3.7,,,,Gasoline,,,,,,,,,,,,,,Manual,3-Point manual belt at 1st row and 2nd row outboard.,1st and 2nd Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
9,14908,26495,2014,24763,Fremont,CA,JN1CV6EK5EM110430,INFINITI,Q60,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,JN1CV6EK*EM,,INFINITI,"NISSAN MOTOR COMPANY, LTD",Q60,2014,TOCHIGI,,,PASSENGER CAR,JAPAN,Tochigi Plant,KAMINOKAWA,,,,,,Coupe,2,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,4x2,,,,,,,,,,,,,,,,,,,,3700.0,225.78785315050,3.7,,,,Gasoline,,,,,,,,,,,,,,Manual,2nd row outboard and 3-pt manual belts,1st and 2nd Rows,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
10,14909,22900,2014,24888,Hermosa Beach,CA,SAJWA0ESXEPU14873,Jaguar,XFI4,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,SAJWA0ES*EP,U.S.,JAGUAR,JAGUAR LAND ROVER LIMITED,XF,2014,CASTLE BROMWICH,,XF,PASSENGER CAR,UNITED KINGDOM (UK),,,,,,,,Sedan/Saloon,4,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,Automatic,,RWD/Rear-Wheel Drive,,,,,,,,,,,,,,,,,,,4,2000,122.0474881894,2,,GTDI,,Gasoline,,In-Line,,,,,,,,Yes,,,,Manual,,,,1st Row (Driver and Passenger),,1st and 2nd Rows,,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
11,14910,24000,2015,29754,Ontario,CA,SAJWA0FS2FPU80382,Jaguar,XFPremium,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,SAJWA0FS*FP,U.S.,JAGUAR,JAGUAR LAND ROVER LIMITED,XF,2015,CASTLE BROMWICH,,XF,PASSENGER CAR,UNITED KINGDOM (UK),,,,,,,,Sedan/Saloon,4,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,Automatic,,RWD/Rear-Wheel Drive,,,,,,,,,,,,,,,,,,,4,2000,122.0474881894,2,,GTDI,178.9680,Gasoline,,In-Line,,,240,,,,2.0T Premium / LEV2 ULEV,Yes,,,,Manual,,,,1st Row (Driver and Passenger),,1st and 2nd Rows,,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
12,14911,24995,2014,30560,Daly City,CA,SAJWA0ES0EPU24179,Jaguar,XFI4,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,SAJWA0ES*EP,U.S.,JAGUAR,JAGUAR LAND ROVER LIMITED,XF,2014,CASTLE BROMWICH,,XF,PASSENGER CAR,UNITED KINGDOM (UK),,,,,,,,Sedan/Saloon,4,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,Automatic,,RWD/Rear-Wheel Drive,,,,,,,,,,,,,,,,,,,4,2000,122.0474881894,2,,GTDI,,Gasoline,,In-Line,,,,,,,,Yes,,,,Manual,,,,1st Row (Driver and Passenger),,1st and 2nd Rows,,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
13,14912,26900,2014,9384,Hermosa Beach,CA,SAJWA0ES2EPU21834,Jaguar,XFI4,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,SAJWA0ES*EP,U.S.,JAGUAR,JAGUAR LAND ROVER LIMITED,XF,2014,CASTLE BROMWICH,,XF,PASSENGER CAR,UNITED KINGDOM (UK),,,,,,,,Sedan/Saloon,4,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,Automatic,,RWD/Rear-Wheel Drive,,,,,,,,,,,,,,,,,,,4,2000,122.0474881894,2,,GTDI,,Gasoline,,In-Line,,,,,,,,Yes,,,,Manual,,,,1st Row (Driver and Passenger),,1st and 2nd Rows,,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
