level_0,index,Price,Year,Mileage,City,State,Vin,Make,Model,Suggested VIN,Error Code,Possible Values,Additional Error Text,Error Text,Vehicle Descriptor,Destination Market,Make,Manufacturer Name,Model,Model Year,Plant City,Series,Trim,Vehicle Type,Plant Country,Plant Company Name,Plant State,Trim2,Series2,Note,Base Price ($),Non-Land Use,Body Class,Doors,Windows,Wheel Base Type,Track Width (inches),Gross Vehicle Weight Rating From,Bed Length (inches),Curb Weight (pounds),Wheel Base (inches) From,Wheel Base (inches) To,Gross Combination Weight Rating From,Gross Combination Weight Rating To,Gross Vehicle Weight Rating To,Bed Type,Cab Type,Trailer Type Connection,Trailer Body Type,Trailer Length (feet),Other Trailer Info,Number of Wheels,Wheel Size Front (inches),Wheel Size Rear (inches),Entertainment System,Steering Location,Number of Seats,Number of Seat Rows,Transmission Style,Transmission Speeds,Drive Type,Axles,Axle Configuration,Brake System Type,Brake System Description,Other Battery Info,Battery Type,Number of Battery Cells per Module,Battery Current (Amps) From,Battery Voltage (Volts) From,Battery Energy (kWh) From,EV Drive Unit,Battery Current (Amps) To,Battery Voltage (Volts) To,Battery Energy (kWh) To,Number of Battery Modules per Pack,Number of Battery Packs per Vehicle,Charger Level,Charger Power (kW),Engine Number of Cylinders,Displacement (CC),Displacement (CI),Displacement (L),Engine Stroke Cycles,Engine Model,Engine Power (kW),Fuel Type - Primary,Valve Train Design,Engine Configuration,Fuel Type - Secondary,Fuel Delivery / Fuel Injection Type,Engine Brake (hp) From,Cooling Type,Engine Brake (hp) To,Electrification Level,Other Engine Info,Turbo,Top Speed (MPH),Engine Manufacturer,Pretensioner,Seat Belt Type,Other Restraint System Info,Curtain Air Bag Locations,Seat Cushion Air Bag Locations,Front Air Bag Locations,Knee Air Bag Locations,Side Air Bag Locations,Anti-lock Braking System (ABS),Electronic Stability Control (ESC),Traction Control,Tire Pressure Monitoring System (TPMS) Type,Active Safety System Note,Auto-Reverse System for Windows and Sunroofs,Automatic Pedestrian Alerting Sound (for Hybrid and EV only),Event Data Recorder (EDR),Keyless Ignition,SAE Automation Level From,SAE Automation Level To,Adaptive Cruise Control (ACC),Crash Imminent Braking (CIB),Blind Spot Warning (BSW),Forward Collision Warning (FCW),Lane Departure Warning (LDW),Lane Keeping Assistance (LKA),Backup Camera,Parking Assist,Bus Length (feet),Bus Floor Configuration Type,Bus Type,Other Bus Info,Custom Motorcycle Type,Motorcycle Suspension Type,Motorcycle Chassis Type,Other Motorcycle Info,Dynamic Brake Support (DBS),Pedestrian Automatic Emergency Braking (PAEB),Automatic Crash Notification (ACN) / Advanced Automatic Crash Notification (AACN),Daytime Running Light (DRL),Headlamp Light Source,Semiautomatic Headlamp Beam Switching,Adaptive Driving Beam (ADB),Rear Cross Traffic Alert,Rear Automatic Emergency Braking,Blind Spot Intervention (BSI),Lane Centering Assistance
0,9934,25700,2015,33337,Vista,CA,1FMZK1YM4FKB21928,Ford,Transit,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,1FMZK1YM*FK,,FORD,FORD MOTOR COMPANY,Transit,2015,KANSAS CITY,150,SRW Low Roof Van,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),,MISSOURI,,Passenger Van - Wagon Body Style,SRW: Single Rear Wheel; Door: slide,,,Van,,,,,"Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)",,,130,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,Hydraulic,,,,,,,,,,,,,,,,6,3700.0,225.78785315050,3.7,,,205.0675,Gasoline,,V-Shaped,,,275,,,,,,,Ford,,Manual,,,,1st Row (Driver and Passenger),,1st and 2nd and 3rd Rows,,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
1,9935,24995,2015,13536,Tracy,CA,1FA6P8THXF5371156,Ford,MustangFastback,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,1FA6P8TH*F5,,FORD,FORD MOTOR COMPANY,Mustang,2015,FLAT ROCK,I4 Coupe,,PASSENGER CAR,UNITED STATES (USA),Flat Rock Assembly PLant,MICHIGAN,,,,,,Coupe,2,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2300.0,140.35461141788,2.3,,,,Gasoline,,In-Line,,,,,,,4V,,,Ford,,Manual,,,,1st Row (Driver and Passenger),1st Row (Driver and Passenger),1st and 2nd Rows,,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
2,9936,22700,2014,31971,Moreno Valley,CA,2FMGK5C81EBD45191,Ford,FlexSEL,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,2FMGK5C8*EB,,FORD,"FORD MOTOR COMPANY OF CANADA, LTD.",Flex,2014,OAKVILLE,SEL,,MULTIPURPOSE PASSENGER VEHICLE (MPV),CANADA,Oakville Assembly,ONTARIO,,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,FWD/Front-Wheel Drive,,,Hydraulic,,,,,,,,,,,,,,,,6,3500.0,213.58310433156,3.5,,,214.7616,Gasoline,,V-Shaped,,,288,,,,Ti-VCT,,,Ford,,Manual,,,,1st Row (Driver and Passenger),,1st and 2nd and 3rd Rows,,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
3,9937,28515,2016,17925,Porterville,CA,1FBZX2ZM3GKA44677,Ford,Transit,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,1FBZX2ZM*GK,,FORD,FORD MOTOR COMPANY,Transit,2016,KANSAS CITY,350,SRW Low Roof Van,BUS,UNITED STATES (USA),,MISSOURI,,Passenger Van - Wagon Body Style,SRW: Single Rear Wheel; Door: 60/40,,,Van,,,,,"Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)",,,148,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,Hydraulic,,,,,,,,,,,,,,,,6,3700.0,225.78785315050,3.7,,,205.0675,Gasoline,,V-Shaped,,,275,,,,,,,Ford,,Manual,,,,1st Row (Driver and Passenger),,1st and 2nd and 3rd Rows,,,,Direct,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
4,9938,27998,2016,37633,Bellflower,CA,1FMJK1HT8GEF36738,Ford,Expedition,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,1FMJK1HT*GE,,FORD,FORD MOTOR COMPANY,Expedition MAX,2016,JEFFERSON COUNTY,XLT/King Ranch,,MULTIPURPOSE PASSENGER VEHICLE (MPV),UNITED STATES (USA),Kentucky Truck,KENTUCKY,,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,,,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,4x2,,,Hydraulic,,,,,,,,,,,,,,,,6,3500.0,213.58310433156,3.5,,,272.1805,Gasoline,,V-Shaped,Flexible Fuel Vehicle (FFV),,365,,,,Gasoline Turbocharged Direct Injection (GTDI),,,Ford,,Manual,,,,1st Row (Driver and Passenger),,1st and 2nd and 3rd Rows,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
5,9939,25000,2016,37503,Corona,CA,2FMHK6D82GBA01476,Ford,FlexLimited,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,2FMHK6D8*GB,,FORD,"FORD MOTOR COMPANY OF CANADA, LTD.",Flex,2016,OAKVILLE,Limited,,MULTIPURPOSE PASSENGER VEHICLE (MPV),CANADA,Oakville Assembly,ONTARIO,,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,AWD/All-Wheel Drive,,,Hydraulic,,,,,,,,,,,,,,,,6,3500.0,213.58310433156,3.5,,,214.0159,Gasoline,,V-Shaped,,,287,,,,Ti-VCT,,,Ford,,Manual,,,,1st Row (Driver and Passenger),,1st and 2nd and 3rd Rows,,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
6,9940,27496,2016,11487,San Diego,CA,1FTYR1YG5GKA83696,Ford,Transit,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,1FTYR1YG*GK,,FORD,FORD MOTOR COMPANY,Transit,2016,KANSAS CITY,250,SRW Low Roof Van,TRUCK,UNITED STATES (USA),,MISSOURI,,,SRW: Single Rear Wheel; Door: slide,,,Cargo Van,,,,,"Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)",,,130,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,Hydraulic,,,,,,,,,,,,,,,,6,3500.0,213.58310433156,3.5,,,231.1670,Gasoline,,V-Shaped,,,310,,,,Ecoboost,,,Ford,,Manual,,,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
7,9941,24498,2015,20740,Half Moon Bay,CA,1FA6P8TH9F5371245,Ford,MustangFastback,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,1FA6P8TH*F5,,FORD,FORD MOTOR COMPANY,Mustang,2015,FLAT ROCK,I4 Coupe,,PASSENGER CAR,UNITED STATES (USA),Flat Rock Assembly PLant,MICHIGAN,,,,,,Coupe,2,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2300.0,140.35461141788,2.3,,,,Gasoline,,In-Line,,,,,,,4V,,,Ford,,Manual,,,,1st Row (Driver and Passenger),1st Row (Driver and Passenger),1st and 2nd Rows,,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
8,9942,23998,2016,33367,Bellflower,CA,1FTYR2CM7GKA12454,Ford,Transit,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,1FTYR2CM*GK,,FORD,FORD MOTOR COMPANY,Transit,2016,KANSAS CITY,250,SRW Medium Roof Van,TRUCK,UNITED STATES (USA),,MISSOURI,,,SRW: Single Rear Wheel; Door: slide,,,Cargo Van,,,,,"Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)",,,148,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,Hydraulic,,,,,,,,,,,,,,,,6,3700.0,225.78785315050,3.7,,,205.0675,Gasoline,,V-Shaped,,,275,,,,,,,Ford,,Manual,,,,1st Row (Driver and Passenger),,1st Row (Driver and Passenger),,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
9,9943,24834,2015,26247,San Diego,CA,2FMGK5C8XFBA07242,Ford,FlexSEL,,0,,,0 - VIN decoded clean. Check Digit (9th position) is correct,2FMGK5C8*FB,,FORD,"FORD MOTOR COMPANY OF CANADA, LTD.",Flex,2015,OAKVILLE,SEL,,MULTIPURPOSE PASSENGER VEHICLE (MPV),CANADA,Oakville Assembly,ONTARIO,,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),4,,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,FWD/Front-Wheel Drive,,,Hydraulic,,,,,,,,,,,,,,,,6,3500.0,213.58310433156,3.5,,,195.3734,Gasoline,,V-Shaped,,,262,,,,,,,Ford,,Manual,,,,1st Row (Driver and Passenger),,1st and 2nd and 3rd Rows,,,,Direct,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,
